TERM,SNOMED_ID,MEDIAN_DIAGNOSIS_AGE,MEDIAN_SNOMED_AGE,N_PATIENT_COUNT,N_PATIENT_COUNT_TOTAL,PREVALENCE,TOTAL_EVENT_COUNT,AVG_EVENTS_PER_PATIENT,AVG_VALUE,MEDIAN_VALUE,STD_VALUE,FREQ_VALUE
HIV1 (human immunodeficiency virus 1) antibody level,1008801000000105,79.500,79.000,6,6480,0.000926,6,1,,,,
Admit to intensive care unit,305351004,73.000,73.000,6,6480,0.000926,7,1.17,,,,
O/E-rate of respiration normal,162914004,71.000,70.000,6,6480,0.000926,7,1.17,NaN,NaN,,NaN
Duodenal ulcer,51868009,82.000,82.000,6,6480,0.000926,11,1.83,,,,
Neisseria gonorrhoeae nucleic acid detection assay,998651000000103,51.000,50.500,6,6480,0.000926,6,1,,,,
Ganglion of wrist,202942009,78.000,77.000,6,6480,0.000926,9,1.5,NaN,NaN,,NaN
Referral to community physiotherapist,306358002,75.500,75.000,6,6480,0.000926,6,1,,,,
Did not attend physiotherapy appointment,408336008,79.000,79.000,6,6480,0.000926,7,1.17,,,,
Patient advised about weight-reducing diet,266724001,60.000,59.500,6,6480,0.000926,6,1,NaN,NaN,,NaN
Chest pain on exertion,81953000,72.000,71.000,6,6480,0.000926,6,1,,,,
Mild cognitive impairment,386805003,81.000,81.000,6,6480,0.000926,7,1.17,,,,
Left posterior tibial pulse impalpable,915231000000101,81.000,81.000,6,6480,0.000926,6,1,,,,
No abnormality detected - examination result,282332003,59.000,58.000,6,6480,0.000926,6,1,NaN,NaN,,NaN
Number of prescriptions for reliever inhaler per year,734949005,79.000,79.000,6,6480,0.000926,7,1.17,0.5714285714,0,0.9759000729,0
Carcinoma in situ of prostate,92691004,75.000,74.500,6,6480,0.000926,10,1.67,,,,
Forced expired volume in 1 second reversibility,445466003,66.500,66.000,6,6480,0.000926,6,1,18.606666667,2.685,39.39346731,1.72
Chronic depression,192080009,65.500,64.500,6,6480,0.000926,6,1,,,,
Questionable if patient address correct,184127005,66.000,65.000,6,6480,0.000926,7,1.17,,,,
Support stockings - garment,183143005,77.000,77.000,6,6480,0.000926,7,1.17,,,,
Pain in wrist,56608008,85.000,84.000,6,6480,0.000926,7,1.17,,,,
Report of clinical encounter,371531000,71.000,70.000,6,6480,0.000926,10,1.67,,,,
Serum anti-cyclic citrullinated peptide antibody level,1003821000000106,77.000,76.500,6,6480,0.000926,6,1,2.883333333,0.55,5.595146706,0.5
Medication monitoring first letter,787601000000109,72.000,72.000,6,6480,0.000926,7,1.17,,,,
Urine dipstick bilirubin positive,858041000006100,76.500,76.000,6,6480,0.000926,6,1,NaN,NaN,,NaN
Cancer diagnosis discussed with patient,395672005,76.000,75.500,6,6480,0.000926,6,1,,,,
Swallowing symptoms,267048005,67.000,67.000,6,6480,0.000926,7,1.17,,,,
Intermenstrual bleeding - irregular,64996003,47.000,46.000,6,6480,0.000926,17,2.83,,,,
Provision of telephone,312635000,73.000,73.000,6,6480,0.000926,7,1.17,NaN,NaN,NaN,NaN
Worried,79015004,70.000,69.000,6,6480,0.000926,6,1,,,,
Fluad Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd),38973211000001108,84.000,83.000,6,6480,0.000926,6,1,,,,
Referral to mental health team,390866009,54.000,53.500,6,6480,0.000926,8,1.33,,,,
Seen by nurse,305731000,82.000,81.000,6,6480,0.000926,7,1.17,,,,
Blood group antibody screening test,1016751000000104,72.500,72.000,6,6480,0.000926,6,1,,,,
Patient Specific Direction to administer medication,1745811000006102,80.000,79.000,6,6480,0.000926,7,1.17,,,,
Foreign body in ear,75441006,82.000,81.000,6,6480,0.000926,6,1,NaN,NaN,,NaN
Right handed,46669005,73.000,72.000,6,6480,0.000926,6,1,,,,
Mouth ulcer,26284000,58.500,58.000,6,6480,0.000926,6,1,,,,
Fit frequency,170707004,66.500,66.000,6,6480,0.000926,6,1,0,0,0,0
Callosity on foot,229811005,76.000,75.000,6,6480,0.000926,7,1.17,,,,
Arthritis,3723001,77.000,76.000,6,6480,0.000926,6,1,,,,
Dementia monitoring first letter,715821000000107,83.500,83.000,6,6480,0.000926,6,1,,,,
Dermatophytosis of nail,402134005,66.000,65.000,6,6480,0.000926,14,2.33,NaN,NaN,NaN,NaN
Preoperative procedure,133858001,77.500,77.000,6,6480,0.000926,8,1.33,,,,
Baseline heart rate,928001000000104,75.000,74.000,6,6480,0.000926,6,1,82.666666667,79,17.772638146,103
Referral to occupational therapist,308453003,82.000,81.000,6,6480,0.000926,6,1,,,,
"Sensorineural hearing loss, bilateral",194424005,79.000,78.500,6,6480,0.000926,6,1,,,,
Gold standards framework prognostic indicator stage A (blue) - year plus prognosis,845701000000104,83.500,83.000,6,6480,0.000926,6,1,,,,
Shared decision making without patient decision aid,815731000000101,75.000,74.000,6,6480,0.000926,7,1.17,NaN,NaN,,NaN
Appointment cancelled by service,341491000000101,73.000,72.500,6,6480,0.000926,6,1,,,,
Self-referral,306098008,72.500,72.500,6,6480,0.000926,6,1,,,,
Uses single walking stick,443320005,79.500,78.500,6,6480,0.000926,6,1,,,,
Bladder pain,15803009,79.000,78.000,6,6480,0.000926,10,1.67,NaN,NaN,NaN,NaN
Well-being assessment for long term conditions reviewed,756261000000100,83.000,83.000,6,6480,0.000926,24,4,,,,
Asthma monitoring,275908000,66.000,65.500,6,6480,0.000926,10,1.67,NaN,NaN,,NaN
Urodynamic studies,252895004,78.000,78.000,6,6480,0.000926,6,1,,,,
No psychomotor agitation,395106006,83.500,82.500,6,6480,0.000926,6,1,,,,
Carer health check offered,962641000000100,76.500,75.500,6,6480,0.000926,6,1,,,,
Vascular surgery,408463005,76.000,75.000,6,6480,0.000926,10,1.67,,,,
DOAC (direct-acting oral anticoagulant) not indicated,912881000000108,87.000,86.000,6,6480,0.000926,8,1.33,,,,
Serum endomysium antibodies,996961000000108,60.000,59.000,6,6480,0.000926,6,1,,,,
Depressive episode,871840004,59.000,58.000,6,6480,0.000926,13,2.17,,,,
Transfer of care,308292007,76.000,76.000,6,6480,0.000926,7,1.17,,,,
Heavy goods vehicle examination,171348006,69.000,69.000,6,6480,0.000926,6,1,,,,
Alcohol dependence syndrome,66590003,57.000,56.000,6,6480,0.000926,17,2.83,,,,
PHQ-4 - patient health questionnaire 4,1958171000006100,72.000,71.000,6,6480,0.000926,7,1.17,NaN,NaN,NaN,NaN
Discoid eczema,81418003,68.000,68.000,6,6480,0.000926,11,1.83,NaN,NaN,NaN,NaN
O/E - appropriate footwear,414887001,80.000,80.000,6,6480,0.000926,15,2.5,,,,
Referral for DXA scan of hip and spine,408493004,77.000,76.000,6,6480,0.000926,6,1,,,,
Liver function tests normal,166602006,61.500,61.500,6,6480,0.000926,6,1,13,13,,13
Patient participation group member,803731000000103,73.000,72.000,5,6480,0.000772,5,1,,,,
Does not have driving licence,700412002,68.000,68.000,5,6480,0.000772,5,1,,,,
Cares for a relative,302767002,85.000,84.000,5,6480,0.000772,5,1,,,,
Hospital reference number:,185975009,56.000,56.000,5,6480,0.000772,5,1,,,,
[D]Chest pain,29857009,57.000,56.000,5,6480,0.000772,12,2.4,,,,
Prostate specific antigen above reference range,396152005,66.000,66.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Rheumatoid factor screening test,994021000000106,61.000,61.000,5,6480,0.000772,5,1,,,,
Cystoscopy and transurethral resection of lesion of urinary bladder,386793005,76.000,76.000,5,6480,0.000772,5,1,,,,
Lloyd George record destroyed,801211000000101,67.000,66.000,5,6480,0.000772,5,1,,,,
Referral for management of impaired glucose tolerance,767701000000104,64.000,63.000,5,6480,0.000772,5,1,,,,
Papillary cystic tumour,27078002,68.000,67.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Bill paid,749171000000108,73.000,73.000,5,6480,0.000772,5,1,,,,
On examination - external female genitalia - no abnormality detected,163394003,61.000,61.000,5,6480,0.000772,5,1,,,,
Early satiety,442076002,77.000,76.000,5,6480,0.000772,5,1,,,,
Pyuria,4800001,82.000,82.000,5,6480,0.000772,7,1.4,,,,
Wound healed,298006005,80.000,80.000,5,6480,0.000772,5,1,,,,
First attendance face to face,1850011000006102,77.500,77.000,5,6480,0.000772,6,1.2,,,,
Attended extended hours clinic - ESA,504361000000107,76.000,76.000,5,6480,0.000772,5,1,,,,
Acute myocardial infarction of inferior wall,73795002,77.000,76.000,5,6480,0.000772,9,1.8,,,,
Excision of lesion of skin NOS,35646002,75.000,74.000,5,6480,0.000772,5,1,,,,
Islam,271390004,59.000,59.000,5,6480,0.000772,5,1,,,,
Depression monitoring first letter,717211000000107,56.500,56.500,5,6480,0.000772,6,1.2,,,,
Serum vitamin B12 below reference range,165645009,84.000,83.000,5,6480,0.000772,9,1.8,NaN,NaN,NaN,NaN
Blood sent for serum lipids,166813006,76.000,75.000,5,6480,0.000772,6,1.2,,,,
Review of anticipatory care plan,713598007,83.000,83.000,5,6480,0.000772,7,1.4,,,,
New patient screening administration,715031000000101,76.000,75.000,5,6480,0.000772,5,1,,,,
Hypotension,45007003,76.000,76.000,5,6480,0.000772,5,1,,,,
O/E - left eye preproliferative diabetic retinopathy,408412005,69.000,69.000,5,6480,0.000772,5,1,,,,
Speciality referrals,904531000006107,69.000,68.000,5,6480,0.000772,5,1,,,,
Has tingling sensation,274676007,70.000,69.000,5,6480,0.000772,8,1.6,,,,
Ischaemic heart disease screening,171223006,56.000,55.000,5,6480,0.000772,8,1.6,NaN,NaN,,NaN
Excepted from hypertension quality indicators - patient unsuitable,716821000000100,87.000,86.000,5,6480,0.000772,7,1.4,NaN,NaN,NaN,NaN
Infection toe,299989006,84.000,84.000,5,6480,0.000772,6,1.2,,,,
Adverse reaction to Codeine,1024721000006102,77.000,77.000,5,6480,0.000772,5,1,,,,
Blocked catheter,1156073005,77.000,77.000,5,6480,0.000772,11,2.2,NaN,NaN,,NaN
Same day appointment,1931821000006103,69.000,69.000,5,6480,0.000772,6,1.2,,,,
Therapeutic procedure,277132007,68.000,68.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
O/E - Vibration sense of right foot absent,407558007,74.000,74.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Prostatitis NOS,9713002,66.000,66.000,5,6480,0.000772,9,1.8,,,,
Shared care prescribing,415522008,75.000,75.000,5,6480,0.000772,10,2,NaN,NaN,,NaN
Referral to community-based physiotherapy service,306171006,66.000,65.000,5,6480,0.000772,5,1,,,,
District nurse,158997000,81.000,80.000,5,6480,0.000772,5,1,,,,
Asthma control step 1,182727003,72.000,72.000,5,6480,0.000772,5,1,,,,
CT angiography with contrast,418272005,86.000,85.000,5,6480,0.000772,5,1,,,,
Synovial cyst of knee,240008008,73.000,73.000,5,6480,0.000772,5,1,,,,
Cervical smear - 1st call,185599003,50.000,49.000,5,6480,0.000772,5,1,,,,
Kidney Failure Risk Equation (4 Variable) 5 year risk score,1365921000000102,84.000,83.000,5,6480,0.000772,5,1,0.8758,0.2,1.471131605,0.179
Rotator cuff syndrome NOS,4106009,65.000,64.000,5,6480,0.000772,7,1.4,,,,
COPD assessment test score - cough,1970531000006107,82.500,81.500,5,6480,0.000772,6,1.2,2,1.5,2.449489743,0
Scabies,128869009,74.000,74.000,5,6480,0.000772,7,1.4,,,,
Male hypogonadism,48723006,66.000,65.500,5,6480,0.000772,6,1.2,NaN,NaN,,NaN
At high risk of falls,835591000000101,85.500,85.000,5,6480,0.000772,6,1.2,NaN,NaN,,NaN
Repeat prescription card checked/updated,184239006,84.000,84.000,5,6480,0.000772,7,1.4,NaN,NaN,,NaN
Unilateral mastalgia,315251009,72.000,72.000,5,6480,0.000772,7,1.4,,,,
Smoking Age Started,137771000006103,57.000,57.000,5,6480,0.000772,5,1,14.6,15,2.073644135,16
Seen in multidisciplinary diabetic clinic,198841000000104,68.000,68.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Influenza,6142004,79.000,78.000,5,6480,0.000772,7,1.4,NaN,NaN,NaN,NaN
Advice given about anti-malaria prophylaxis,698469002,33.500,33.500,5,6480,0.000772,6,1.2,NaN,NaN,,NaN
Checking dressing of skin,225143001,74.000,73.000,5,6480,0.000772,5,1,,,,
Reason for repeat laboratory test,716521000000102,82.000,81.000,5,6480,0.000772,5,1,,,,
Doppler studies abnormal,312370006,77.000,76.000,5,6480,0.000772,5,1,,,,
Letter/report awaited,16871000000100,48.000,47.500,5,6480,0.000772,10,2,NaN,NaN,NaN,NaN
Primary total prosthetic replacement of hip,450813004,72.000,71.500,5,6480,0.000772,8,1.6,,,,
Respiratory symptoms,161920001,30.000,30.000,5,6480,0.000772,9,1.8,,,,
Tinea pedis,6020002,80.000,79.000,5,6480,0.000772,5,1,,,,
Patient advised to use sunblock,310284007,61.000,60.000,5,6480,0.000772,5,1,,,,
Near patient testing enhanced service completed,166451000000101,69.500,69.000,5,6480,0.000772,10,2,NaN,NaN,NaN,NaN
O/E - PR - rectum empty,163328008,73.000,72.000,5,6480,0.000772,5,1,,,,
Step up change in asthma management plan,390877003,80.000,80.000,5,6480,0.000772,5,1,,,,
General symptom,267022002,78.000,77.000,5,6480,0.000772,5,1,,,,
Renal disorder medication review,473231009,83.000,82.000,5,6480,0.000772,5,1,,,,
Ingrowing nail,400097005,80.000,79.000,5,6480,0.000772,5,1,,,,
O/E - obese,162690006,73.000,72.500,5,6480,0.000772,6,1.2,,,,
Lower urinary tract,19787009,68.000,67.000,5,6480,0.000772,7,1.4,NaN,NaN,,NaN
Seen in infectious diseases clinic,383051000000105,78.000,77.000,5,6480,0.000772,13,2.6,NaN,NaN,,NaN
Antibiotic therapy,281789004,74.000,74.000,5,6480,0.000772,6,1.2,,,,
Haemangioma,400210000,72.000,71.000,5,6480,0.000772,5,1,,,,
Clue cells,250440009,66.500,65.500,5,6480,0.000772,6,1.2,,,,
Neisseria gonorrhoeae nucleic acid detection,998651000000103,49.000,49.000,5,6480,0.000772,5,1,,,,
ENT,394604002,73.000,72.000,5,6480,0.000772,5,1,,,,
Diarrhoea symptom,267060006,74.000,73.000,5,6480,0.000772,5,1,,,,
Thrombocytopenia,302215000,73.000,72.500,5,6480,0.000772,6,1.2,,,,
Referral to male urology clinic,415275008,55.000,54.000,5,6480,0.000772,5,1,,,,
GFR (glomerular filtration rate) calculated by abbreviated Modification of Diet in Renal Disease Study Group calculation adjusted for African American origin,996231000000108,65.000,65.000,5,6480,0.000772,7,1.4,75.32,75,11.082057571,67
Dizziness and giddiness,271789005,71.000,70.000,5,6480,0.000772,5,1,,,,
Risk information,826251000000102,81.500,81.500,5,6480,0.000772,6,1.2,,,,
O/E - vibration sense,163743008,58.500,57.500,5,6480,0.000772,6,1.2,NaN,NaN,NaN,NaN
Seen in sleep clinic,428889007,65.500,65.500,5,6480,0.000772,6,1.2,,,,
Personal care plan declined,523011000000104,73.500,73.000,5,6480,0.000772,6,1.2,,,,
Paronychia of toe,388983002,73.000,72.500,5,6480,0.000772,6,1.2,,,,
Aural canal syringing,172630005,71.000,70.000,5,6480,0.000772,6,1.2,,,,
Medication review done by medicines management pharmacist,961831000000100,71.000,71.000,5,6480,0.000772,5,1,,,,
OOH (out of hours) attendance note,25811000000106,67.000,66.000,5,6480,0.000772,7,1.4,,,,
Influenza vaccination,86198006,75.000,74.000,5,6480,0.000772,5,1,,,,
Warfarin contraindicated,315061006,73.000,73.000,5,6480,0.000772,5,1,,,,
Suspected malignant neoplasm of urinary bladder,315269000,72.000,72.000,5,6480,0.000772,5,1,,,,
10 yr CHD risk (Framingham),433091000006109,56.000,55.000,5,6480,0.000772,5,1,6.8,6,4.969909456,9
Suspected head and neck cancer,315277001,74.000,73.000,5,6480,0.000772,5,1,,,,
Abdominal examination - NAD,163133003,68.000,68.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
O/E - Absent left foot pulses,308073001,77.000,77.000,5,6480,0.000772,5,1,,,,
Epstein-Barr virus nuclear IgG level,996001000000105,71.000,70.000,5,6480,0.000772,5,1,,,,
Lacks capacity to give consent (Mental Capacity Act 2005),377301000000106,81.000,80.000,5,6480,0.000772,6,1.2,,,,
Seen by Accident and Emergency doctor,305633005,76.000,75.000,5,6480,0.000772,5,1,,,,
Referral to endocrinology service,306118006,78.000,78.000,5,6480,0.000772,5,1,,,,
Right iliac fossa pain,162051008,71.000,70.000,5,6480,0.000772,7,1.4,,,,
Cataract extraction and insertion of intraocular lens,385468004,71.000,71.000,5,6480,0.000772,5,1,,,,
Serum unsaturated iron binding capacity,1000501000000109,79.000,78.000,5,6480,0.000772,5,1,40,34,14.404860291,55
Mass of body structure,300848003,70.000,69.000,5,6480,0.000772,7,1.4,,,,
Wound of skin,262526004,82.000,81.500,5,6480,0.000772,6,1.2,NaN,NaN,NaN,NaN
Seen by community-based podiatrist,305770006,87.000,86.000,5,6480,0.000772,10,2,NaN,NaN,,NaN
Failed procedure - abandoned,180863000,73.000,72.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Urinary bladder papilloma,45083001,71.000,70.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Clouded consciousness,40917007,79.000,78.500,5,6480,0.000772,8,1.6,,,,
Benign neoplasm of skin,92384009,61.000,61.000,5,6480,0.000772,5,1,,,,
Doppler ultrasonography of carotid artery,394719009,86.000,86.000,5,6480,0.000772,5,1,,,,
Acute laryngitis,6655004,57.000,56.000,5,6480,0.000772,5,1,,,,
Angiotensin II receptor antagonist declined,401084003,71.000,70.000,5,6480,0.000772,5,1,,,,
Discharge by physiotherapist,306551009,73.000,73.000,5,6480,0.000772,5,1,,,,
Non drinker alcohol,105542008,74.000,74.000,5,6480,0.000772,5,1,,,,
Lloyd George-culled and tagged,2671000000102,60.000,59.000,5,6480,0.000772,5,1,,,,
Triple vessel disease of the heart,233817007,72.000,72.000,5,6480,0.000772,7,1.4,NaN,NaN,NaN,NaN
Back sprain,281598004,50.000,49.000,5,6480,0.000772,6,1.2,,,,
Phlebotomy D.V. done,248301000000103,79.000,79.000,5,6480,0.000772,5,1,,,,
NHS Diabetes Prevention Programme,1024941000000100,69.000,69.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Planned treatment,840051000000106,80.000,80.000,5,6480,0.000772,7,1.4,,,,
FEV1 (forced expiratory volume in 1 second)/FEV6 (forced expiratory volume in 6 seconds) ratio,702534005,79.000,78.000,5,6480,0.000772,5,1,0.722,0.75,0.06870225615,0.76
Refer to mental health worker,183583007,64.000,63.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Disorder of skin and/or subcutaneous tissue,80659006,74.000,73.000,5,6480,0.000772,17,3.4,,,,
Signposting to social prescribing service,1084281000000109,71.000,71.000,5,6480,0.000772,5,1,,,,
Seizure free > 12 months,407585000,71.000,70.500,5,6480,0.000772,6,1.2,,,,
Education about deteriorating heart failure,813991000000101,87.000,87.000,5,6480,0.000772,5,1,,,,
Light drinker,228277002,63.500,63.000,5,6480,0.000772,6,1.2,,,,
Provision of diabetes clinical summary,829521000000104,67.000,66.000,5,6480,0.000772,5,1,,,,
Controlled drug medication review,2003601000006109,78.000,78.000,5,6480,0.000772,6,1.2,NaN,NaN,,NaN
Seen in elderly assessment clinic,185233003,83.000,82.500,5,6480,0.000772,6,1.2,,,,
Procedure declined,1296859006,70.000,69.000,5,6480,0.000772,5,1,,,,
Batch prescription issued,781561000000102,74.000,73.000,5,6480,0.000772,14,2.8,,,,
Dependent oedema,248499004,78.000,77.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Seen by respiratory nurse specialist,788741000000103,81.000,80.000,5,6480,0.000772,11,2.2,,,,
24 hour Holter tape,252417001,86.000,85.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Transurethral biopsy prostate,176318007,68.000,68.000,5,6480,0.000772,6,1.2,NaN,NaN,NaN,NaN
Large bowel neoplasm screening,268548003,69.500,69.000,5,6480,0.000772,6,1.2,,,,
Hard corn,47850008,78.000,77.000,5,6480,0.000772,6,1.2,,,,
Fibrosis of lung,51615001,89.000,89.000,5,6480,0.000772,10,2,,,,
Nasendoscopy,1217361008,53.000,53.000,5,6480,0.000772,7,1.4,,,,
High glucose level in blood,444780001,79.000,78.000,5,6480,0.000772,8,1.6,,,,
Endoscopic procedure,363687006,68.000,68.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Referral to private doctor,266747000,61.000,61.000,5,6480,0.000772,8,1.6,,,,
Informed consent obtained to medication delivery,994271000006109,68.000,67.500,5,6480,0.000772,12,2.4,,,,
Seen in hospital anticoagulation clinic,440678006,72.000,71.000,5,6480,0.000772,7,1.4,,,,
Injection into bursa,178123009,80.500,79.500,5,6480,0.000772,6,1.2,,,,
QOF (Quality and Outcomes Framework) cancer quality indicator-related care invitation,1110871000000109,74.000,73.000,5,6480,0.000772,5,1,,,,
Provision of access to Patient Facing Service,932371000000109,77.500,77.000,5,6480,0.000772,6,1.2,,,,
Normal interest,134418002,65.000,65.000,5,6480,0.000772,8,1.6,NaN,NaN,NaN,NaN
NHS referral letter typed,1850031000006108,74.000,73.500,5,6480,0.000772,6,1.2,,,,
Peak expiratory flow rate - technique good,390861004,70.000,69.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Drug therapy,416608005,64.000,63.500,5,6480,0.000772,8,1.6,,,,
Breast self-examination technique education,48023004,64.000,63.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Error entry deleted,185981001,72.000,71.000,5,6480,0.000772,7,1.4,,,,
Clinic note,24731000000108,74.000,73.000,5,6480,0.000772,5,1,NaN,NaN,,NaN
Haematology test requested,165374005,59.000,59.000,5,6480,0.000772,6,1.2,,,,
Urine pH = 8.5,167313007,67.500,67.500,5,6480,0.000772,6,1.2,NaN,NaN,NaN,NaN
Checking procedure,299311000000100,76.000,75.000,5,6480,0.000772,5,1,NaN,NaN,NaN,NaN
