TERM,SNOMED_ID,MEDIAN_SNOMED_AGE,N_PATIENT_COUNT,N_PATIENT_COUNT_TOTAL,PREVALENCE,TOTAL_EVENT_COUNT,AVG_EVENTS_PER_PATIENT,AVG_VALUE,MEDIAN_VALUE,STD_VALUE,FREQ_VALUE
Provision of continuing care,193071000000109,70.000,9,277829,3.2e-05,12,1.33,NaN,NaN,NaN,NaN
"[D]Glucose, blood level abnormal",166922008,70.000,9,277829,3.2e-05,16,1.78,,,,
Home nebuliser used since last encounter,708410006,69.000,9,277829,3.2e-05,9,1,,,,
Onychomycosis due to dermatophyte,402134005,69.500,9,277829,3.2e-05,10,1.11,,,,
Staphylococcal infectious disease,56038003,70.000,9,277829,3.2e-05,9,1,,,,
Electrophoresis: gamma globulin,1030621000000109,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Cardiovascular disease interim monitoring,417287002,69.000,9,277829,3.2e-05,11,1.22,,,,
Electrophoresis: alpha-1-globulin,1030611000000103,69.000,9,277829,3.2e-05,9,1,,,,
Enucleation of dental cyst of jaw,173338004,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
O/E lens - early opacity,162820002,70.000,9,277829,3.2e-05,10,1.11,,,,
Checking wound dressing,918091000006105,69.000,9,277829,3.2e-05,9,1,,,,
Bleeding,131148009,69.000,9,277829,3.2e-05,15,1.67,,,,
Haemoglobin borderline low,165398003,70.000,9,277829,3.2e-05,14,1.56,NaN,NaN,,NaN
No H/O CHD,857461000006109,69.000,9,277829,3.2e-05,9,1,,,,
On CVD risk register,1002141000006107,69.000,9,277829,3.2e-05,11,1.22,,,,
Informing patient of diagnosis,310867007,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Referral for long-term oxygen therapy assessment not indicated,201641000000105,69.500,9,277829,3.2e-05,10,1.11,,,,
Respiratory medication NOS,182707004,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Therapy Outcome Measure wellbeing score,718038001,69.000,9,277829,3.2e-05,14,1.56,9.928571429,4,25.967329431,4
Personal milestones,160786009,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Planned mental health assessment,390810009,69.000,9,277829,3.2e-05,13,1.44,,,,
Education relating to information and organisations,306981006,69.000,9,277829,3.2e-05,16,1.78,NaN,NaN,,NaN
Fitness to travel examination,171371008,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Referral to DAFNE (dose adjustment for normal eating) diabetes structured education programme declined,860981000000106,70.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,NaN
[V]Personal history of drug allergy,416098002,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Pale colour,371262000,69.000,9,277829,3.2e-05,11,1.22,,,,
Prisoner assessment for in-possession medication completed,374571000000100,69.000,9,277829,3.2e-05,20,2.22,,,,
Surgical removal of retained root of tooth,58401002,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Bladder trabeculation,79184009,69.000,9,277829,3.2e-05,9,1,,,,
Contusion of toe(s) with damage to nail,211438006,69.000,9,277829,3.2e-05,9,1,,,,
Furuncle of vulva,198227006,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Illicit drug use,307052004,69.500,9,277829,3.2e-05,10,1.11,,,,
Methodist,160558004,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Lithium monitoring by GP,851631000006106,70.000,9,277829,3.2e-05,16,1.78,,,,
Nail scrapings taken,400995004,70.000,9,277829,3.2e-05,11,1.22,0,0,,0
Stabbing pain,55145008,69.500,9,277829,3.2e-05,10,1.11,,,,
Concerned about appearance of toenails,908101000000108,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Ulceration of vulva,68640004,69.500,9,277829,3.2e-05,10,1.11,,,,
Domiciliary visit requested,183708003,69.000,9,277829,3.2e-05,10,1.11,,,,
Anterior mesh vaginal repair,314487008,69.000,9,277829,3.2e-05,9,1,,,,
Pyoderma gangrenosum,74578003,69.000,9,277829,3.2e-05,36,4,,,,
Acute epididymitis,43491000,70.000,9,277829,3.2e-05,13,1.44,,,,
Bone density scan report,4211000179102,69.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,NaN
Headache disorder,230461009,70.000,9,277829,3.2e-05,9,1,,,,
Serum cholesterol within reference range,166828006,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Polypharmacy medication review done by clinical pharmacist,2010011000006106,69.000,9,277829,3.2e-05,9,1,,,,
"Blister of foot, infected",271191007,69.000,9,277829,3.2e-05,13,1.44,,,,
Non-smoker annual review - enhanced services administration,505681000000109,69.000,9,277829,3.2e-05,9,1,,,,
Countries planned to visit,224522000,69.500,9,277829,3.2e-05,10,1.11,,,,
Johns Hopkins adjusted clinical groups system score,864411000000101,70.000,9,277829,3.2e-05,10,1.11,5,4,2.211083194,4
Biopsy result abnormal,165325009,69.000,9,277829,3.2e-05,9,1,,,,
Norovirus RNA (ribonucleic acid) detection assay,1008191000000107,70.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,NaN
Blood on toilet paper,315064003,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Adenomatous polyp,82375006,69.000,9,277829,3.2e-05,12,1.33,,,,
Medication reminder chart given,412710004,69.000,9,277829,3.2e-05,10,1.11,,,,
Urine metadrenaline level,1021531000000100,69.000,9,277829,3.2e-05,10,1.11,84.188333333,0.25,205.66489583,504
Subcutaneous injection of insulin,308755006,69.000,9,277829,3.2e-05,116,12.89,,,,
Diabetes key contact,932321000000105,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Started,385652002,69.000,9,277829,3.2e-05,9,1,,,,
Trochanteric bursa,446003,70.000,9,277829,3.2e-05,9,1,,,,
Worsening pain,1935901000006104,70.000,9,277829,3.2e-05,11,1.22,,,,
Fat necrosis of breast,21381006,69.500,9,277829,3.2e-05,10,1.11,,,,
Hypertension treatment refused,401047000,70.000,9,277829,3.2e-05,11,1.22,,,,
Seen by pain management service,305799001,69.000,9,277829,3.2e-05,9,1,,,,
Did not attend weight monitoring clinic,248051000000100,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Rheumatoid arthritis monitoring SMS (short message service) text message second invitation,1067011000000101,69.000,9,277829,3.2e-05,9,1,,,,
RSV (respiratory syncytial virus) antibody level,1005071000000104,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Dislocation of hip joint,157265008,69.000,9,277829,3.2e-05,11,1.22,,,,
Methicillin resistant staphylococcus aureus positive,312210001,70.000,9,277829,3.2e-05,16,1.78,,,,
Urinary tract obstruction,7163005,69.000,9,277829,3.2e-05,13,1.44,,,,
Sprain of upper extremity,123536004,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Referred by pharmacist,185369008,70.000,9,277829,3.2e-05,9,1,,,,
Subtotal abdominal hysterectomy,176795006,69.000,9,277829,3.2e-05,17,1.89,,,,
CPAP (continuous positive airway pressure) therapy,47545007,70.000,9,277829,3.2e-05,10,1.11,,,,
Erectile dysfunction screen,1694801000006100,70.000,9,277829,3.2e-05,12,1.33,,,,
Attended cardiac rehabilitation,1771631000006105,69.500,9,277829,3.2e-05,10,1.11,,,,
mMRC (modified Medical Research Council) dyspnoea scale grade 3,1099401000000100,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Tracheostomy,697984004,69.000,9,277829,3.2e-05,9,1,,,,
High risk human papillomavirus (HPV) detected,1839681000006107,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,,NaN
Closed fracture finger metacarpal base,208397004,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,NaN,NaN
Genital prolapse NOS,73998008,69.000,9,277829,3.2e-05,20,2.22,,,,
Weber type A fracture,870206000,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,,NaN
Infection control,77248004,69.000,9,277829,3.2e-05,9,1,,,,
Lumbar spine - range of movement,298599001,70.000,9,277829,3.2e-05,9,1,,,,
Bilateral mild sensorineural hearing loss,898081000000105,70.000,9,277829,3.2e-05,11,1.22,,,,
Plain X-ray elbow normal,168621009,69.000,9,277829,3.2e-05,9,1,,,,
Nonexudative age-related macular degeneration,414875008,70.000,9,277829,3.2e-05,11,1.22,NaN,NaN,NaN,NaN
Aspiration of ganglion,178100006,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Heart failure monitoring - co-morbidities,1539531000006108,70.000,9,277829,3.2e-05,9,1,,,,
Arthrocentesis,90131007,69.000,9,277829,3.2e-05,9,1,,,,
Nicotine replacement therapy using nicotine lozenge,790131000000109,69.000,9,277829,3.2e-05,17,1.89,,,,
"Localised, primary osteoarthritis of the shoulder region",201831003,69.000,9,277829,3.2e-05,11,1.22,,,,
Haemophilus antibody level,1017771000000105,69.000,9,277829,3.2e-05,10,1.11,1.654,1.295,1.480181671,2.98
Calcium channel blocker not indicated,135806009,70.000,9,277829,3.2e-05,9,1,,,,
Endoscopic biopsy of duodenum,1801001,69.000,9,277829,3.2e-05,9,1,,,,
Atrial fibrillation care pathway,847611000000104,69.000,9,277829,3.2e-05,10,1.11,,,,
Monitoring of smoking cessation therapy declined,765001003,69.000,9,277829,3.2e-05,9,1,,,,
Seen by obstetrics and gynaecology service,305873001,69.000,9,277829,3.2e-05,12,1.33,,,,
Nebuliser care education,391108001,69.000,9,277829,3.2e-05,9,1,,,,
Haemosiderin staining,445072006,69.000,9,277829,3.2e-05,10,1.11,,,,
Salzmann's nodular degeneration of cornea,75739009,69.000,9,277829,3.2e-05,9,1,,,,
FH: Angina in 1st degree female relative <65 years,401065001,69.000,9,277829,3.2e-05,9,1,,,,
Patient accompanied by carer,1965111000006109,69.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,NaN
O/E-R-eye perceives light only,268973006,69.000,9,277829,3.2e-05,12,1.33,,,,
Sample fungus not isolated,168218003,69.000,9,277829,3.2e-05,15,1.67,0,0,,0
Tissue inj.- local action NOS,182636007,70.000,9,277829,3.2e-05,9,1,,,,
Neurol. disorder monitoring,170691000,69.000,9,277829,3.2e-05,56,6.22,,,,
"Subject not contactable, reasonable efforts made",777351000000106,69.000,9,277829,3.2e-05,9,1,,,,
Rupture long head biceps tendon,86128003,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Smoking cessation therapy NOS,710081004,70.000,9,277829,3.2e-05,23,2.56,,,,
Methicillin resistant Staphylococcus aureus screen negative,440380006,70.000,9,277829,3.2e-05,9,1,NaN,0,NaN,0
Modified Barthel index of activities of daily living score,443653008,69.000,9,277829,3.2e-05,13,1.44,31.076923077,12,39.298985437,1
Finding relating to alcohol drinking behaviour,228273003,69.500,9,277829,3.2e-05,12,1.33,NaN,NaN,,NaN
CKD stage 3A with proteinuria,324311000000101,69.000,9,277829,3.2e-05,14,1.56,,,,
Nipple painful,247350000,69.000,9,277829,3.2e-05,9,1,,,,
Polydipsia,17173007,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Fall on or from stairs,217088003,69.000,9,277829,3.2e-05,9,1,,,,
Bunionectomy,27480002,69.000,9,277829,3.2e-05,11,1.22,,,,
Closed fracture dislocation of wrist,209264008,69.000,9,277829,3.2e-05,15,1.67,,,,
Bowel screening polyp surveillance,293251000000107,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Oral nutritional support,448556005,69.000,9,277829,3.2e-05,11,1.22,,,,
Borg scale,263487004,69.000,9,277829,3.2e-05,14,1.56,3.833333333,1.5,5.113855214,0
O/E - absent left foot pulse,308073001,69.000,9,277829,3.2e-05,9,1,,,,
SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) antibody detection result negative,897035006,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,NaN,NaN
Secondary hypercholesterolaemia,238082007,69.000,9,277829,3.2e-05,10,1.11,,,,
Left foot examination,856931000006105,69.000,9,277829,3.2e-05,9,1,,,,
Scleritis and episcleritis,267659002,69.000,9,277829,3.2e-05,10,1.11,,,,
Environmental adaptation,228623005,69.000,9,277829,3.2e-05,9,1,,,,
Hiccough symptom,65958008,69.000,9,277829,3.2e-05,11,1.22,,,,
Infectious eczematoid dermatitis,414492009,70.000,9,277829,3.2e-05,11,1.22,NaN,NaN,,NaN
Snapping thumb syndrome,42786005,70.000,9,277829,3.2e-05,15,1.67,,,,
Chronic angle-closure glaucoma,33647009,70.000,9,277829,3.2e-05,21,2.33,NaN,NaN,NaN,NaN
Subject to deprivation of liberty under the Mental Capacity Act 2005 Deprivation of Liberty Safeguards,1066411000000105,70.000,9,277829,3.2e-05,9,1,,,,
Pelvic floor repair operation,236501004,69.000,9,277829,3.2e-05,15,1.67,,,,
Disease of liver,235856003,70.000,9,277829,3.2e-05,13,1.44,,,,
MyLungRisk questionnaire score,1792001000000100,70.000,9,277829,3.2e-05,9,1,6.184444444,5.58,3.56522128,4.6
Iron level,1027751000000106,69.000,9,277829,3.2e-05,9,1,5,4,3.829708431,2
Ophthalmic herpes simplex,186542001,69.000,9,277829,3.2e-05,12,1.33,,,,
O/E - renal angle tenderness,163358002,69.000,9,277829,3.2e-05,9,1,,,,
Radical excision of hydrocele,49266009,69.000,9,277829,3.2e-05,13,1.44,,,,
Born in Iran,315446000,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Bronchial cough,161929000,70.000,9,277829,3.2e-05,11,1.22,,,,
Urethritis,31822004,70.000,9,277829,3.2e-05,11,1.22,,,,
Callosity under metatarsal head,201043003,69.500,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
[D]Night sweats,42984000,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Blood pressure monitoring invitation first letter,1085211000000101,69.000,9,277829,3.2e-05,10,1.11,,,,
Fracture of unspecified bones,125605004,70.000,9,277829,3.2e-05,12,1.33,,,,
Superficial femoral artery,181349008,69.000,9,277829,3.2e-05,10,1.11,,,,
Gluten-free diet education,183057009,70.000,9,277829,3.2e-05,9,1,,,,
O/E - rhinorrhoea,164184005,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,NaN,NaN
Health and wellbeing plan completed,1893861000006109,70.000,9,277829,3.2e-05,9,1,,,,
Endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope,1217115000,69.000,9,277829,3.2e-05,13,1.44,NaN,NaN,NaN,NaN
Normal sensation,299956006,69.000,9,277829,3.2e-05,10,1.11,,,,
Cellulitis of eyelids,41446000,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,,NaN
Right peroneal Doppler pressure,1087521000000103,69.500,9,277829,3.2e-05,10,1.11,131.6,144,23.735580418,150
DNA (did not attend) letter,909921000000109,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,NaN,NaN
Coronary angiography planned,698376008,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Esophoria,62176008,69.000,9,277829,3.2e-05,9,1,,,,
H/O: poliomyelitis,161415006,69.000,9,277829,3.2e-05,9,1,,,,
Patient comes 6 monthly,185397002,69.000,9,277829,3.2e-05,13,1.44,NaN,NaN,NaN,NaN
Intentionally harming self,418420002,70.000,9,277829,3.2e-05,9,1,,,,
[RFC] Reason for care : ECG,940221000006105,70.000,9,277829,3.2e-05,9,1,,,,
Adverse reaction to Meloxicam,1079291000006105,69.000,9,277829,3.2e-05,9,1,,,,
Electrotherapy,169430000,69.000,9,277829,3.2e-05,14,1.56,NaN,NaN,,NaN
On psychotropic medication,705024000,69.000,9,277829,3.2e-05,16,1.78,,,,
O/E - content,162728002,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Referral to podiatrist declined,134386009,70.000,9,277829,3.2e-05,9,1,,,,
Boil of vulva,198227006,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Family history of disorder,281666001,69.500,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
US scan of lower abdomen,420052009,69.000,9,277829,3.2e-05,9,1,,,,
Referral by mental health service,304521000000105,69.500,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Dr stopped drug - medical aim achieved,182846007,69.000,9,277829,3.2e-05,9,1,,,,
O/E - care good,162875009,70.000,9,277829,3.2e-05,13,1.44,,,,
Myofascial neck pain,1162314004,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Chronic Obstructive Pulmonary Disease Assessment Test scale,57671000052108,69.000,9,277829,3.2e-05,9,1,,,,
Infection of ear,129127001,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Forced expiratory flow rate between 25 and 75% of vital capacity,251932003,69.000,9,277829,3.2e-05,9,1,43.633333333,41,8.655826554,53.3
Open wound of anterior abdominal wall,210456000,69.500,9,277829,3.2e-05,10,1.11,,,,
Skin swab culture negative,168309003,69.000,9,277829,3.2e-05,9,1,,,,
ICIQ-UI-SF (International Consultation on Incontinence Questionnaire-Urinary Incontinence-Short Form) score,761871008,69.000,9,277829,3.2e-05,11,1.22,6.625,3.5,6.566962768,2
Cardiac drug monitoring,170590005,69.000,9,277829,3.2e-05,21,2.33,NaN,NaN,,NaN
Misc. certificate request,184770004,69.000,9,277829,3.2e-05,13,1.44,,,,
Referral to community dietetics service,306164001,70.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Medial meniscus structure,49390008,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Adverse reaction to Methotrexate,1021861000006101,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Patient on waiting list NOS,270459005,69.000,9,277829,3.2e-05,9,1,,,,
[D]Throat pain,162397003,69.000,9,277829,3.2e-05,11,1.22,,,,
Radiofrequency controlled thermal denervation of lumbar facet joint,231412001,69.000,9,277829,3.2e-05,9,1,,,,
Paracetamol overdose,295124009,69.000,9,277829,3.2e-05,11,1.22,,,,
Transfer of care to hospital,429202003,69.000,9,277829,3.2e-05,9,1,,,,
Extensor tenosynovitis of wrist,202914007,69.500,9,277829,3.2e-05,14,1.56,,,,
At risk of atrial fibrillation,719008003,69.000,9,277829,3.2e-05,9,1,,,,
Discharge Care Programme Approach review,166151000000106,69.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,NaN
Cyst of Moll,23951003,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,NaN,NaN
Aspiration of bursa,178122004,69.000,9,277829,3.2e-05,9,1,,,,
Follow-up ophthalmological assessment,170720001,69.000,9,277829,3.2e-05,12,1.33,,,,
Cardiovascular Limitations and Symptoms Profile angina score,763073004,69.000,9,277829,3.2e-05,9,1,1.5,1,0.755928946,1
Weighted 7PCL - change in size of lesion,1971181000006105,69.000,9,277829,3.2e-05,9,1,,,,
Occupation risk monitoring,170896008,70.000,9,277829,3.2e-05,9,1,,,,
Blood urate normal,166732005,69.000,9,277829,3.2e-05,9,1,0.144,0.216,0.1247076581,0.216
Behaviour finding,844005,69.000,9,277829,3.2e-05,25,2.78,NaN,NaN,NaN,NaN
Diverticulosis of sigmoid,429430001,69.000,9,277829,3.2e-05,11,1.22,,,,
Fish mix RAST test,1004901000000107,70.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,0.35
FEV1/FVC ratio post steroids,407601004,69.000,9,277829,3.2e-05,9,1,57.035555556,69,32.584576149,67.31
Exercise tolerance test not indicated,699048004,69.000,9,277829,3.2e-05,9,1,,,,
Moderate suicide risk,394686003,69.000,9,277829,3.2e-05,12,1.33,,,,
FH: cardiac disorder,275120007,70.000,9,277829,3.2e-05,9,1,,,,
SMS message sent to patient - automatic appointment reminder,1566311000006105,70.000,9,277829,3.2e-05,11,1.22,,,,
Thyroglossal cyst,39462005,69.000,9,277829,3.2e-05,11,1.22,,,,
Knee joint operation,179342005,69.000,9,277829,3.2e-05,10,1.11,,,,
Education about diabetic retinopathy,846721000000101,69.500,9,277829,3.2e-05,10,1.11,,,,
Laparoscopic repair of inguinal hernia,15018006,69.000,9,277829,3.2e-05,12,1.33,NaN,NaN,,NaN
Non-urgent ENT admission,183496005,70.000,9,277829,3.2e-05,11,1.22,,,,
Excision of ganglion of wrist,178095009,69.000,9,277829,3.2e-05,19,2.11,,,,
Date of last hospital admission,1860181000006102,70.000,9,277829,3.2e-05,9,1,,,,
Residence and accommodation circumstances,224209007,69.000,9,277829,3.2e-05,13,1.44,NaN,NaN,,NaN
Fracture of toe,21351003,69.000,9,277829,3.2e-05,9,1,,,,
Exposure to Mycobacterium tuberculosis,444507004,69.000,9,277829,3.2e-05,9,1,,,,
Onychogryposis,52897009,70.000,9,277829,3.2e-05,11,1.22,,,,
Abdominal aorta structure,7832008,69.000,9,277829,3.2e-05,12,1.33,,,,
Complaining of feeling depressed,272022009,69.500,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Breast self-examination instruction,48023004,69.000,9,277829,3.2e-05,9,1,,,,
Plain X-ray abdomen normal,168703000,69.000,9,277829,3.2e-05,10,1.11,,,,
Hiatus hernia repair,9292007,70.000,9,277829,3.2e-05,15,1.67,,,,
Head CT,303653007,69.000,9,277829,3.2e-05,10,1.11,,,,
Number of admissions,298060002,69.000,9,277829,3.2e-05,9,1,1.285714286,0,2.984084768,0
Multiple premature ventricular complexes,251176006,70.000,9,277829,3.2e-05,11,1.22,NaN,NaN,,NaN
Punctate keratitis,42513006,70.000,9,277829,3.2e-05,11,1.22,,,,
Tinel's sign,20995005,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
O/E - pinhole visual acuity L-eye=6/18,408297000,70.000,9,277829,3.2e-05,9,1,,,,
10g monofilament sensation plantar aspect of little toe left foot absent,199941000000101,69.000,9,277829,3.2e-05,9,1,,,,
Domestic abuse,371772001,69.500,9,277829,3.2e-05,14,1.56,,,,
Short-term memory loss,247592009,69.000,9,277829,3.2e-05,12,1.33,NaN,NaN,,NaN
Coronavirus RNA (ribonucleic acid) detection assay,1008541000000105,69.000,9,277829,3.2e-05,16,1.78,,,,
Target serum cholesterol,107301000006104,69.000,9,277829,3.2e-05,9,1,4.588888889,4.8,0.4702245327,5
Sprain of ligament of finger,263129009,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Chlamydia group antibody level,998741000000109,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
Use of bathroom aids,183366004,69.000,9,277829,3.2e-05,9,1,,,,
Valgus deformities of feet,275344002,69.000,9,277829,3.2e-05,10,1.11,NaN,NaN,,NaN
Functional dyspepsia,3696007,69.500,9,277829,3.2e-05,10,1.11,,,,
Hypoglycaemia unspecified NOS,302866003,69.000,9,277829,3.2e-05,11,1.22,NaN,NaN,,NaN
Unable to get up from floor,1075011000000102,69.500,9,277829,3.2e-05,10,1.11,,,,
Eruption of skin present,846742005,70.000,9,277829,3.2e-05,14,1.56,,,,
GCS - Glasgow coma score,248241002,69.000,9,277829,3.2e-05,17,1.89,14.823529412,15,0.392952624,15
Lumbalgia,279039007,70.000,9,277829,3.2e-05,17,1.89,NaN,NaN,,NaN
Urination painful,49650001,70.000,9,277829,3.2e-05,9,1,NaN,NaN,NaN,NaN
Tinea manuum,48971001,70.000,9,277829,3.2e-05,9,1,,,,
Grieving counselling,171006007,69.000,9,277829,3.2e-05,14,1.56,NaN,NaN,,NaN
Shin splint,183202003,70.000,9,277829,3.2e-05,14,1.56,,,,
No risks identified from risk assessment,1938281000006106,70.000,9,277829,3.2e-05,9,1,,,,
Closed fracture of tibia,447139008,69.000,9,277829,3.2e-05,17,1.89,,,,
Cramping/abdominal discomfort,961961000006106,69.000,9,277829,3.2e-05,10,1.11,,,,
O/E - peripheral cyanosis,162744006,70.000,9,277829,3.2e-05,13,1.44,NaN,NaN,NaN,NaN
Obstetric history,248983002,69.000,9,277829,3.2e-05,9,1,,,,
Cremation form 4 completed,766231000000101,70.000,9,277829,3.2e-05,10,1.11,,,,
Other failed encounter,185324002,69.000,9,277829,3.2e-05,9,1,,,,
[M]Adenocarcinomas,35917007,70.000,9,277829,3.2e-05,15,1.67,,,,
Chronic anterior uveitis,398155003,70.000,9,277829,3.2e-05,12,1.33,,,,
Achalasia of cardia,45564002,69.000,9,277829,3.2e-05,9,1,NaN,NaN,,NaN
